,alter_j,alter_k,relationship
145.0,5,16,No
146.0,5,17,No
147.0,5,18,No
148.0,5,19,No
149.0,5,20,Sí
150.0,5,21,Quizás
151.0,5,22,No
152.0,5,23,Sí
153.0,5,24,No
154.0,5,25,Quizás
155.0,5,26,No
156.0,5,27,Sí
157.0,5,28,No
158.0,5,29,Quizás
159.0,6,7,No
160.0,6,8,Sí
161.0,6,9,Sí
162.0,6,10,Sí
163.0,6,11,Sí
164.0,6,12,No
165.0,6,13,No
166.0,6,14,Quizás
167.0,6,15,No
168.0,6,16,Quizás
169.0,6,17,Sí
170.0,6,18,Quizás
171.0,6,19,Quizás
172.0,6,20,Sí
173.0,6,21,Quizás
174.0,6,22,Quizás
175.0,6,23,Sí
176.0,6,24,Quizás
177.0,6,25,No
178.0,6,26,Quizás
179.0,6,27,Sí
180.0,6,28,Sí
181.0,6,29,Quizás
182.0,7,8,No
183.0,7,9,Quizás
184.0,7,10,Quizás
185.0,7,11,Sí
186.0,7,12,No
187.0,7,13,Quizás
188.0,7,14,Sí
189.0,7,15,Sí
190.0,7,16,Quizás
191.0,7,17,No
192.0,7,18,Quizás
193.0,7,19,Quizás
194.0,7,20,No
195.0,7,21,Sí
196.0,7,22,Quizás
197.0,7,23,No
198.0,7,24,Quizás
199.0,7,25,Quizás
200.0,7,26,Sí
201.0,7,27,Sí
202.0,7,28,Quizás
203.0,7,29,Quizás
204.0,8,9,Quizás
205.0,8,10,Quizás
206.0,8,11,Quizás
207.0,8,12,Quizás
208.0,8,13,Quizás
209.0,8,14,Quizás
210.0,8,15,Quizás
211.0,8,16,No
212.0,8,17,Sí
213.0,8,18,Sí
214.0,8,19,Sí
215.0,8,20,Quizás
216.0,8,21,No
217.0,8,22,Sí
218.0,8,23,Quizás
219.0,8,24,No
220.0,8,25,Quizás
221.0,8,26,Quizás
222.0,8,27,Quizás
223.0,8,28,Quizás
224.0,8,29,Quizás
225.0,9,10,No
226.0,9,11,Quizás
227.0,9,12,No
228.0,9,13,Quizás
229.0,9,14,Sí
230.0,9,15,Sí
231.0,9,16,Quizás
232.0,9,17,Quizás
233.0,9,18,Sí
234.0,9,19,Sí
235.0,9,20,Quizás
236.0,9,21,Sí
237.0,9,22,Quizás
238.0,9,23,Sí
239.0,9,24,Quizás
240.0,9,25,Quizás
241.0,9,26,No
242.0,9,27,Sí
243.0,9,28,Quizás
244.0,9,29,Sí
245.0,10,11,Sí
246.0,10,12,Quizás
247.0,10,13,Sí
248.0,10,14,Quizás
249.0,10,15,Sí
250.0,10,16,Quizás
251.0,10,17,No
252.0,10,18,No
253.0,10,19,No
254.0,10,20,No
255.0,10,21,No
256.0,10,22,No
257.0,10,23,No
258.0,10,24,No
259.0,10,25,No
260.0,10,26,No
261.0,10,27,No
262.0,10,28,No
263.0,10,29,No
264.0,11,12,No
265.0,11,13,Quizás
266.0,11,14,No
267.0,11,15,No
268.0,11,16,No
269.0,11,17,Quizás
270.0,11,18,Quizás
271.0,11,19,Quizás
272.0,11,20,No
273.0,11,21,Quizás
274.0,11,22,Quizás
275.0,11,23,Quizás
276.0,11,24,No
277.0,11,25,No
278.0,11,26,No
279.0,11,27,No
280.0,11,28,Quizás
281.0,11,29,No
282.0,12,13,No
283.0,12,14,Quizás
284.0,12,15,Quizás
285.0,12,16,Quizás
286.0,12,17,Quizás
287.0,12,18,Quizás
288.0,12,19,Quizás
289.0,12,20,Quizás
290.0,12,21,Quizás
291.0,12,22,Quizás
292.0,12,23,Sí
293.0,12,24,Sí
294.0,12,25,Sí
295.0,12,26,Quizás
296.0,12,27,Quizás
297.0,12,28,Sí
298.0,12,29,Sí
299.0,13,14,No
300.0,13,15,Quizás
301.0,13,16,Sí
302.0,13,17,Sí
303.0,13,18,No
304.0,13,19,Quizás
305.0,13,20,No
306.0,13,21,No
307.0,13,22,No
308.0,13,23,Quizás
309.0,13,24,No
310.0,13,25,No
311.0,13,26,No
312.0,13,27,No
313.0,13,28,Quizás
314.0,13,29,No
315.0,14,15,No
316.0,14,16,Quizás
317.0,14,17,No
318.0,14,18,Quizás
319.0,14,19,No
320.0,14,20,Quizás
321.0,14,21,No
322.0,14,22,Quizás
323.0,14,23,No
324.0,14,24,Sí
325.0,14,25,Quizás
326.0,14,26,No
327.0,14,27,No
328.0,14,28,Quizás
329.0,14,29,No
330.0,15,16,Quizás
331.0,15,17,Sí
332.0,15,18,No
333.0,15,19,Sí
334.0,15,20,Quizás
335.0,15,21,Sí
336.0,15,22,Sí
337.0,15,23,Quizás
338.0,15,24,No
339.0,15,25,No
340.0,15,26,No
341.0,15,27,Quizás
342.0,15,28,Sí
343.0,15,29,Sí
344.0,16,17,Quizás
345.0,16,18,Sí
346.0,16,19,Quizás
347.0,16,20,Sí
348.0,16,21,Sí
349.0,16,22,Sí
350.0,16,23,Quizás
351.0,16,24,No
352.0,16,25,No
353.0,16,26,Quizás
354.0,16,27,Sí
355.0,16,28,Sí
356.0,16,29,No
357.0,17,18,No
358.0,17,19,Quizás
359.0,17,20,Quizás
360.0,17,21,Quizás
361.0,17,22,Quizás
362.0,17,23,Quizás
363.0,17,24,Quizás
364.0,17,25,No
365.0,17,26,No
366.0,17,27,No
367.0,17,28,Quizás
368.0,17,29,Quizás
369.0,18,19,Sí
370.0,18,20,Quizás
371.0,18,21,Sí
372.0,18,22,Quizás
373.0,18,23,Quizás
374.0,18,24,Sí
375.0,18,25,Sí
376.0,18,26,Quizás
377.0,18,27,Quizás
378.0,18,28,No
379.0,18,29,No
380.0,19,20,Quizás
381.0,19,21,Quizás
382.0,19,22,No
383.0,19,23,No
384.0,19,24,No
385.0,19,25,No
386.0,19,26,Sí
387.0,19,27,No
388.0,19,28,No
389.0,19,29,Quizás
390.0,20,21,No
391.0,20,22,Quizás
392.0,20,23,No
393.0,20,24,No
394.0,20,25,Sí
395.0,20,26,Quizás
396.0,20,27,No
397.0,20,28,Sí
398.0,20,29,Sí
399.0,21,22,No
400.0,21,23,Quizás
401.0,21,24,Sí
402.0,21,25,Quizás
403.0,21,26,Quizás
404.0,21,27,No
405.0,21,28,Quizás
406.0,21,29,No
407.0,22,23,No
408.0,22,24,Quizás
409.0,22,25,Quizás
410.0,22,26,No
411.0,22,27,Quizás
412.0,22,28,Quizás
413.0,22,29,Sí
414.0,23,24,No
415.0,23,25,Quizás
416.0,23,26,No
417.0,23,27,Quizás
418.0,23,28,Quizás
419.0,23,29,Sí
420.0,24,25,Quizás
421.0,24,26,Sí
422.0,24,27,No
423.0,24,28,No
424.0,24,29,Quizás
425.0,25,26,Quizás
426.0,25,27,Quizás
427.0,25,28,No
428.0,25,29,No
429.0,26,27,Quizás
430.0,26,28,Sí
431.0,26,29,Quizás
432.0,27,28,Quizás
433.0,27,29,Quizás
434.0,28,29,Quizás
